Clover Glen Apts,"2212 Cove Ave La Grande, OR",43,43,0,Chrisman Dev & Mgmt,541-426-4964,,DIS ELD,LIHTC,small_yellow,2,,
Coburn Woods Apts,"17308 NE Couch St Portland, OR",10,10,0,Cascadia Behavioral Health Care,503-412-6430,http://www.cascadiabhc.org/,DIS,LIHTC,small_yellow,2,,
Coddington Place,"Not Disclosed Coos Bay, OR",10,10,0,NeighborWorks Umpqua,541-673-4909,,SN FAM,LIHTC,small_yellow,2,,
Collins Circle,"1730 SW Jefferson Street Portland, OR",124,124,0,Guardian Real Estate Services,503-802-3600,http://www.gres.com/,FAM IND,LIHTC,small_yellow,2,,
Colonia Amistad,"30 S Gun Club Rd Independence, OR",38,38,0,Farmworker Hsg Dev Corp,503-981-1622,http://www.fhdc.org/,FAM FW,LIHTC,small_yellow,2,,
Colonia Libertad,"2910-2990 Saddle Club Street SE Salem, OR",48,48,0,Farmworker Hsg Dev Corp,503-981-1618,http://www.fhdc.org/,FAM FW,LIHTC,small_yellow,2,,
Columbia Ag Inc,"5603 Binns Hill Dr Hood River, OR",2,2,0,,,,FW,LIHTC,small_yellow,2,,
Columbia Co TH (RO RFP1),"901 Port Ave St Helens, OR",2,2,0,Columbia Co Corrections,503-366-4660,,ADR RO,LIHTC,small_yellow,2,,
Columbia Hills Manor,"350 W Hemlock Arlington, OR",8,8,0,Cascade Management Corporation,,http://www.cascade-management.com/,ELD,LIHTC,small_yellow,2,,
Columbia Knoll,"8200 NE Sandy Blvd Portland, OR",326,326,0,Legacy Senior Living LLC,425-423-0304,,DIS ELD FAM,LIHTC,small_yellow,2,,
Columbia Park,"525 West A Street Rainier, OR",28,28,0,American Mgmt Corp,503-697-9519x11,,ELD,LIHTC,small_yellow,2,,
Columbia View,"NE 188th and Sandy Blvd Portland, OR",7,7,0,Cascade Mgmt - Wilsonville,503-682-7788,http://www.cascade-management.com/,LF,LIHTC,small_yellow,2,,
Columbia View Apts,"1695 Oak Street Hood River, OR",48,48,0,Coast Real Estate Services,425-293-8162,,ELD FAM FW,LIHTC,small_yellow,2,,
"Commodore Bldg, The","312 Court St The Dalles, OR",24,24,0,Neel Management,541-895-8801,http://www.nmteam.com/,ELD FAM IND,LIHTC,small_yellow,2,,
"Commons, The","5800 NE Center Commons Way Portland, OR",172,172,0,Steadfast Companies,503-246-3303,,ELD,LIHTC,small_yellow,2,,
Community Homes for Children,"1088 N 2nd St, 2255 Myrtle Ave NE, 4873 Gardner Rd SE Woodburn, Salem, OR",3,3,0,Marion Co HA,505-798-4170,,CH,LIHTC,small_yellow,2,,
Conifer Gardens,"700 Royal Avenue Medford, OR",52,52,0,Legacy Senior Living LLC,503-912-1582,,ELD,LIHTC,small_yellow,2,,
Coral Avenue SRO,"2550 Coral Avenue NE Salem, OR",28,28,0,Beneficial Housing LLC,503-364-8252,,HOM,LIHTC,small_yellow,2,,
Corey Commons,"2030 S 8th Street Cottage Grove, OR",21,21,0,St Vincent dePaul Society of Lane County Inc,541-687-5820,http://www.svdp.us/,FAM FW,LIHTC,small_yellow,2,,
Corey Hill,"1772 Bridge St, 916 6th Ave, 914 6th Ave, 983 5th Ave Vernonia, OR",4,4,0,N/A,,,FAM ELD,LIHTC,small_yellow,2,,
Cornelius Park Apts,"481 S Alpline St Cornelius, OR",24,24,0,,,,FW,LIHTC,small_yellow,2,,
Cornerstone,"591 Columbia Blvd. St Helens, OR",16,16,0,Columbia Community MH,503-397-5211,,DIS,LIHTC,small_yellow,2,,
Cottage Creek,"1460 7th St SE Albany , OR",15,15,0,Linn-Benton HA,541-928-6901,,DIS ELD,LIHTC,small_yellow,2,,
Cottonwood Apts,"2 SW Mill St Joseph, OR",14,14,0,Syringa Property Mgmt,208-336-4610,,DIS ELD,LIHTC,small_yellow,2,,
Cottonwood I,"610 SE 6th St Hermiston, OR",22,22,0,Cascade Mgmt - Wilsonville,503-682-7788,http://www.cascade-management.com/,FAM,LIHTC,small_yellow,2,,
Cottonwood II,"750 SE 6th St Hermiston, OR",24,24,0,Cascade Mgmt - Wilsonville,503-682-7788,http://www.cascade-management.com/,ELD,LIHTC,small_yellow,2,,
Country Village Apts,"5500 Norgold Lane Klamath Falls, OR",25,25,0,Klamath Housing Authority,541-884-0649,,FW,LIHTC,small_yellow,2,,
Countryside Four Plex,"501,503,505,507 Countryside Dr Central Point, OR",4,4,0,Jackson Co HA,541-779-5785,,FAM,LIHTC,small_yellow,2,,
Cove Ave Apts,"1906 Cove Ave La Grande, OR",20,20,0,Chrisman Dev & Mgmt,541-426-4965,,FAM,LIHTC,small_yellow,2,,
Covey Run Townhomes,"2344 B Street Forest Grove, OR",40,40,0,Cascade Mgmt - Wilsonville,503-682-7788,http://www.cascade-management.com/,FAM,LIHTC,small_yellow,2,,
Cramer Camp,"3365 Dry Hollow Lane The Dalles, OR",20,20,0,,,,FW,LIHTC,small_yellow,2,,
Cramer House,"3375 Dry Hollow Lane The Dalles , OR",1,1,0,,,,FW,LIHTC,small_yellow,2,,
Crater Lake Retreat (NSP2),"2166 Crater Lake Ave Medford, OR",4,4,0,,,,HOM,LIHTC,small_yellow,2,,
Crater Transitional Gr Home,"924 N 3rd St Central Point, OR",1,1,0,Jackson Co HA,541-779-5785,,DIS,LIHTC,small_yellow,2,,
Creekside Woods,"7825 SW Wilsonville Wilsonville, OR",84,84,0,Guardian Real Estate Services,503-802-3621,http://www.gres.com/,ELD,LIHTC,small_yellow,2,,
Crest Butte Apartments,"1695 NE Purcell Blvd Bend, OR",52,52,0,Chrisman Dev & Mgmt,541-426-4964,,FAM,LIHTC,small_yellow,2,,
Crest View South,"2052 & 2072 NE Klamath / 2053 & 2073 NE Oswego Roseburg, OR",4,4,0,United Community Action Network,541-492-3510,http://www.ucancap.org/,FAM RO,LIHTC,small_yellow,2,,
Crestview Commons,"3900 Hilyard Ave Klamath Falls, OR",64,64,0,FPI Mgmt,530-529-5719,,ELD FAM,LIHTC,small_yellow,2,,
Crestview Court Apts,"4600 SW 141st Ave Beaverton, OR",48,48,0,Northwest Real Estate Capital Corp,,,FAM,LIHTC,small_yellow,2,,
Crestview Terrace (RO RFP2),"1010 NE Crescent Roseburg, OR",11,11,0,United Community Action Network,541-492-3510,http://www.ucancap.org/,ADR RO,LIHTC,small_yellow,2,,
Crisis Stabilization,"Off Nebraska Avenue Grants Pass , OR",12,12,0,,,,DIS,LIHTC,small_yellow,2,,
Crooked River Apts (3 sites),"950 SW Madison, 410 NE Oak, 2050 SW Timber Madras, Redmond, OR",94,94,0,Viridian Mgmt,541-426-3820,http://www.viridianmgt.com/,FAM,LIHTC,small_yellow,2,,
CSI 12th St MRDD Group Home,"944 South 12th Street Cornelius, OR",1,1,0,Community Services,503-693-7269,,DIS,LIHTC,small_yellow,2,,
CSI 187th MRDD Group Home,"1935 SW 187th Ave Beaverton, OR",1,1,0,Community Services,503-640-2624,,DIS,LIHTC,small_yellow,2,,
CSI MRDD Group Home Aloha,"5615 SW 202nd Ave Aloha, OR",1,1,0,N/A,,,DIS,LIHTC,small_yellow,2,,
CSI MRDD Group Home Burnside,"55 NE 148th Ave Portland, OR",1,1,0,N/A,,,DIS,LIHTC,small_yellow,2,,
Currin Creek Farm,"38499 SE Coupland Rd Estacada, OR",1,1,0,,,,FW,LIHTC,small_yellow,2,,
Cygnet,"14135 - 14141 SE Divison Portland, OR",11,11,0,Human Solutions,503-248-5201,,FAM HOM,LIHTC,small_yellow,2,,
Cypress Gardens,"2009 Cypress Court Lebanon, OR",8,8,0,Linn-Benton HA,541-928-6901,,DIS,LIHTC,small_yellow,2,,
D & P Orchards,"3679 Davis Drive Odell, OR",1,1,0,,,,FW,LIHTC,small_yellow,2,,
Dahle Orchards,"5070 Cherry Heights Rd The Dalles, OR",13,13,0,,,,FW,LIHTC,small_yellow,2,,
Dahle Orchards 2,"309 W 14th  The Dalles, OR",1,1,0,,,,FW,LIHTC,small_yellow,2,,
David's House,"410 Jerrys Dr Roseburg, OR",7,7,0,Umpqua Community Prop Mgmt,541-673-4909,http://www.ucpm.org/,DIS,LIHTC,small_yellow,2,,
Dawson Park Plaza Apts,"113 N Morris Street Portland, OR",59,59,0,Income Property Management Co.,503-223-6327,http://www.ipmco.com/,FAM,LIHTC,small_yellow,2,,
Delaunay MH Center OLTC,"5903-25 N Maryland Portland, OR",20,20,0,,,,,LIHTC,small_yellow,2,,
Delta Waters,"3397 Delta Waters Rd Medford , OR",18,18,0,OnTrack,541-772-1777,,ADR FAM,LIHTC,small_yellow,2,,
Diamond Court,"1844 NE Douglas Roseburg , OR",8,8,0,United Community Action Network,541-492-3510,http://www.ucancap.org/,DIS FAM,LIHTC,small_yellow,2,,
Diamond Lane,"40710 N Diamond Lane Diamond , OR",1,1,0,,,,FW,LIHTC,small_yellow,2,,
Discovery Park Lodge,"2868 NW Crossing Drive Bend, OR",53,53,0,Cascade Mgmt,503-682-7788,http://www.cascade-management.com/,ELD,LIHTC,small_yellow,2,,
Donnelly Orchards,"7700 Cooper Spur Rd Parkdale, OR",1,1,0,,,,FW,LIHTC,small_yellow,2,,
Douglas Meadows,"2645 SE 127th Portland, OR",8,8,0,Cascade Mgmt - Wilsonville,503-682-7788,http://www.cascade-management.com/,LF,LIHTC,small_yellow,2,,
Dresden / San Marco Apts,"2545 SE Burnside Portland, OR",30,30,0,REACH Community Development,503-231-0682,http://reachcdc.org/,FAM,LIHTC,small_yellow,2,,
Dual Diagnosis Hsg,"9268 SE Clinton Portland, OR",16,16,0,Cascadia Behavioral,503-238-0769,http://www.cascadiabhc.org/,ADR DIS,LIHTC,small_yellow,2,,
Duck Country Apartments,"500 SW 11th St, 23455 SW Main St, 30125 SW Brown Rd Dundee, Sherwood, Wilsonville, OR",76,76,0,Chrisman Dev & Mgmt,,,FAM,LIHTC,small_yellow,2,,
Dufur House,"83042 Dufur Valley Rd Dufur, OR",1,1,0,,,,FW,LIHTC,small_yellow,2,,
Duplex Cottage Grove,"1115 West Main Cottage Grove, OR",2,2,0,South Lane Mental Health,541-942-2850,,DIS,LIHTC,small_yellow,2,,
Eagle Landing,"913 NW Garden Valley Blvd Roseburg, OR",54,54,0,Umpqua Community Prop Mgmt,541-673-4919,http://www.ucpm.org/,HOM,LIHTC,small_yellow,2,,
Eagle Landing,"913 NW Garden Valley Blvd Roseburg, OR",55,55,0,,,,HOM VETS,LIHTC,small_yellow,2,,
East Cascade Homes,"910, 920 East Cascade St Sisters, OR",6,6,0,,,,FAM,LIHTC,small_yellow,2,,
East Fair Terrace - Oregon 1,"500 NW Division St  Gresham, OR",100,100,0,Guardian Real Estate Services,503-802-3600,http://www.gres.com/,ELD,LIHTC,small_yellow,2,,
East Hill Village,"2200 Block of E 12th & Shearer The Dalles, OR",8,8,0,Columbia Cascade Housing Corp,541-296-3397,http://columbiacascadehousingcorp.org/,FAM FW,LIHTC,small_yellow,2,,
EAST Place Apartments,"267 SW Walnut Avenue Dallas, OR",5,5,0,Cascade Mgmt,503-682-7788,http://www.cascade-management.com/,ADR DIS,LIHTC,small_yellow,2,,
East State St Project,"4170 State Street Salem, OR",5,5,0,Catholic Community Svcs Fnd,503-856-7011,,FAM,LIHTC,small_yellow,2,,
Eastlake Village,"675 NE Bellevue Dr Bend, OR",56,56,0,Bowen Property Mgmt,503-598-4645,,FAM,LIHTC,small_yellow,2,,
Ecols OLTC,"346-348 N Ecols Monmouth, OR",1,1,0,,,,,LIHTC,small_yellow,2,,
Edwin House,"10855 SW Hall Blvd Tigard, OR",1,1,0,John Trinh,503-726-3702,,DIS,LIHTC,small_yellow,2,,
El Glen Apts,"690 Clay Street Monmouth, OR",12,12,0,Polk Co HA,503-623-8133,,DIS ELD IND,LIHTC,small_yellow,2,,
El Glen Apts RFA,"690 Clay Street Monmouth, OR",12,12,0,Polk CDC,503-831-3173,,DIS ELD IND,LIHTC,small_yellow,2,,
Elderplace in Cully,"5119 NE 57th Ave Portland, OR",42,42,0,Nina Nelsen,503-215-8062,,DIS ELD,LIHTC,small_yellow,2,,
Eldon Street Apts,"1645 Eldon Street Baker City, OR",10,10,0,Northeast Oregon Housing Authority,541-963-5360,http://neoha.org/,DIS,LIHTC,small_yellow,2,,
Eliot MLK Project,"3256 NE Martin Luther King Jr Blvd Portland, OR",49,49,0,Income Property Management Co.,,http://www.ipmco.com/,FAM HOM,LIHTC,small_yellow,2,,
Elk Creek Terrace,"357 Elk Creek Rd Cannon Beach, OR",36,36,0,,541-523-5546,,FAM,LIHTC,small_yellow,2,,
Elkhorn Village Apts,"3085 Resort Baker City, OR",36,36,0,Chrisman Dev & Mgmt,541-426-4964,,DIS ELD,LIHTC,small_yellow,2,,
Elm Park Apts,"2351 Elm Street Forest Grove, OR",66,66,0,,,,FW,LIHTC,small_yellow,2,,
Elma Ave Project,"180 Elma Avenue SE Salem, OR",6,6,0,NW Human Svcs - HOAP,503-588-5827,,FAM,LIHTC,small_yellow,2,,
"Elms Apts, The","2920 Elm Street Baker City, OR",24,24,0,CCNO / L Ewing,541-523-5909,,DIS HOM SPF,LIHTC,small_yellow,2,,
Emerald Pointe,"6850 River Rd Keizer, OR",144,144,0,Integrity Senior Living LLC,503-620-6555,,ELD,LIHTC,small_yellow,2,,
Emerson Manor,"769/777 Hawthorne NE Salem, OR",6,6,0,Catholic Community Svcs Fnd,503-390-2600,,FAM IND,LIHTC,small_yellow,2,,
Emily Drive Apts,"10700 Emily Drive Island City, OR",11,11,0,Chrisman Dev & Mgmt,541-426-4964,,DIS ELD,LIHTC,small_yellow,2,,
Emma's Place,"335 NE Quimby Street Bend, OR",11,11,0,Cascade Mgmt - Jon Klein,503-682-7788,http://www.cascade-management.com/,DIS,LIHTC,small_yellow,2,,
Endelea Court,"5507 & 5517 NE 27th Portland, OR",6,6,0,Cascade Mgmt,503-658-6605,http://www.cascade-management.com/,FAM,LIHTC,small_yellow,2,,
Endow Farm,"3415 & 3425 Bone Dr Hood River, OR",1,1,0,,,,FW,LIHTC,small_yellow,2,,
Englewood West,"1068 Park Ave NE Salem, OR",54,54,0,,503-588-6459,,DIS ELD,LIHTC,small_yellow,2,,
Erin Way,"2590 Erin Way / 2570 Snelling Drive Eugene, OR",2,2,0,Independent Environments,541-338-0130,,DIS,LIHTC,small_yellow,2,,
Esperanza Circle,"2901 NE Dorwin Ave Roseburg, OR",6,6,0,United Community Action Network,541-492-3510,http://www.ucancap.org/,ADR HOM,LIHTC,small_yellow,2,,
Esperanza Court - Woodburn,"195 Oak Street Woodburn, OR",12,12,0,Farmworker Hsg Dev Corp,503-981-1618,http://www.fhdc.org/,FAM FW,LIHTC,small_yellow,2,,
Estate Building,"225 NW Couch Portland, OR",191,191,0,Central City Concern,503-525-8483,http://www.centralcityconcern.org/,ADR HOM,LIHTC,small_yellow,2,,
F & 13th,"F & 13th Street Independence, OR",8,8,0,Polk Co HA,503-623-8387,,FAM,LIHTC,small_yellow,2,,
Fairfield Place,"18 Washington Street Medford, OR",4,4,0,OnTrack,541-772-1777,,,LIHTC,small_yellow,2,,
Fairview Apartments,"555 NW 9th St Ontario, OR",40,40,0,Chrisman Dev & Mgmt,541-426-4965,,FAM,LIHTC,small_yellow,2,,
Family Scattered Sites,"4716, 4722 N Mississippi; 4812, 4818 N Commercial; 4921 NE Cleveland; 5404-5428 NE 27th Ave Portland, OR",13,13,0,Portland Cmty Reinvestment Init,503-288-2923,,FAM,LIHTC,small_yellow,2,,
Farmington Meadows,"4566 SW 160th Avenue Aloha, OR",69,69,0,Guardian Real Estate Services,503-802-3600,http://www.gres.com/,FAM,LIHTC,small_yellow,2,,
Faulkner Place,"13317-9 SE Powell Blvd Portland, OR",8,8,0,Cascadia Behavioral Helathcare,503-412-6430,http://www.cascadiabhc.org/,DIS,LIHTC,small_yellow,2,,
Fenwick Ave Housing,"8428 N Fenwick Ave Portland, OR",27,18,9,Cascade Mgmt,503-682-7788,http://www.cascade-management.com/,DIS FAM IND,LIHTC,small_yellow,2,,
Fieldstone - Villebois,"29120 SW San Remo Ct Wilsonville, OR",1,1,0,NW Hsg Alternatives,503-654-1007,http://www.nwhousing.org/,DIS,LIHTC,small_yellow,2,,
Fifth Ave Courts,"733 SW 2nd Ave Ste 215 Portland, OR",96,96,0,Cambridge Real Estate Svcs Corp,503-450-0230,,DIS ELD IND,LIHTC,small_yellow,2,,
Fifth Ave Place Apts,"314 NW Fifth Ave Portland, OR",70,70,0,Pinnacle Realty Mgmt,503-242-0011,,FAM,LIHTC,small_yellow,2,,
Fircrest Manor,"13765 SW Allen Blvd Beaverton, OR",59,59,0,Guardian Real Estate Services,503-802-3600,http://www.gres.com/,FAM IND,LIHTC,small_yellow,2,,
Firland Apartments,"8012 - 8036 SE Raymond Portland, OR",19,19,0,Cascade Management Corporation,,http://www.cascade-management.com/,ELD FAM HOM,LIHTC,small_yellow,2,,
First St Group Home,"1567 First Street Florence, OR",3,3,0,Shangri-La Corp,503-581-1732,http://www.shangrilacorp.org/,DIS,LIHTC,small_yellow,2,,
Fisher Ridge Apts,"107 Morton Road Oregon City, OR",19,19,0,Cascade Mgmt Co,503-682-7788,http://www.cascade-management.com/,DIS,LIHTC,small_yellow,2,,
Fisher/Sizemore Project,"1905 Sizemore Dr NE / 1870 Fisher Rd NE Salem, OR",12,12,0,Spruce Villa,503-399-7924,,DIS,LIHTC,small_yellow,2,,
Fisterra Gardens Apartments,"101 Diversity Drive Yachats, OR",25,25,0,Lincoln Co HA,541-265-5326,,FAM,LIHTC,small_yellow,2,,
Floyd Light Apts,"849-1025 SE 106th Avenue Portland , OR",51,51,0,REACH Community Development,503-231-0682,http://reachcdc.org/,ELD FAM,LIHTC,small_yellow,2,,
Forest Hills Manor,"2655 Frontage Rd Reedsport, OR",20,20,0,NW RE Captial Corp,208-947-8593,http://nwrecc.org/,FAM,LIHTC,small_yellow,2,,
Forest Park Apts,"2545 N Columbia Blvd St Helens, OR",80,80,0,Pinnacle- Leslie Johnstone,503-974-9004,,ELD FAM,LIHTC,small_yellow,2,,
Fort Rock Care Center,"PO Box 51 Fort Rock, OR",6,6,0,Carlos Curry,541-576-2044,,ELD,LIHTC,small_yellow,2,,
Four Oaks - Medford,"Not Disclosed Medford, OR",7,7,0,ACCESS,541-779-6691,,DIS,LIHTC,small_yellow,2,,
Four Oaks - Salem,"1083 23rd St SE Salem, OR",24,24,0,St Vincent dePaul Society of Lane County Inc,541-687-5820,http://www.svdp.us/,ELD,LIHTC,small_yellow,2,,
Four Oaks Centre,"411 Oak Street Central Point, OR",11,11,0,Helen McGovern,541-258-8178,,IND,LIHTC,small_yellow,2,,
Fourteen Pines,"2784 Willakenzie Road Eugene, OR",65,65,0,HACSA,541-682-2585,,FAM,LIHTC,small_yellow,2,,
Fox Pointe Apts,"4616 SE Roethe Road  Milwaukie, OR",96,96,0,Fox Pointe LP,503-654-3114,,FAM IND,LIHTC,small_yellow,2,,
Franklin Place Apts,"317 S Ecols Monmouth, OR",34,34,0,,503-802-3658,,ELD FAM,LIHTC,small_yellow,2,,
Franquette St,"515 Franquette Street Medford, OR",6,6,0,OnTrack,541-772-1777,,ADR HOM,LIHTC,small_yellow,2,,
Fredrick House,"509 SE Second Avenue Hillsboro , OR",1,1,0,Life Works NW,503-645-3581,,DIS HOM,LIHTC,small_yellow,2,,
Freedom House,"1055 SE Clarey Grants Pass, OR",9,9,0,LAMP Inc,541-956-7673,,HOM SPF,LIHTC,small_yellow,2,,
Fresa Park Apts,"955 Ferry St Dayton, OR",22,22,0,,,,FAM FW,LIHTC,small_yellow,2,,
Gable Park,"2544 Gable Road St Helens, OR",32,32,0,Guardian Real Estate Services,503-802-3616,http://www.gres.com/,LF,LIHTC,small_yellow,2,,
Garden Grove Apts,"2727 22nd Ave  Forest Grove, OR",48,48,0,NW RE Captial Corp,208-947-8539,http://nwrecc.org/,FAM,LIHTC,small_yellow,2,,
Garden Park Estates,"3140 SE 136th Portland, OR",63,63,0,Pacificap Mgmt,503-288-6210,,FAM SPF,LIHTC,small_yellow,2,,
Garden Project,"3940/3954 N Haight; 3945 N Gantenbein; 705/721/735 N Freemont; 519/606 NE Sacramento; 628 NE Brazee Portland, OR",92,92,0,,,,FAM,LIHTC,small_yellow,2,,
Garlington Plaza,"501-521 NE Alberta Portland, OR",20,20,0,Cascadia Behavioral Helathcare,503-412-6430,http://www.cascadiabhc.org/,,LIHTC,small_yellow,2,,
Gateway Commons Apts,"225 SE 18th Ave Hillsboro, OR",138,138,0,Cascade Mgmt - Wilsonville,503-682-7788,http://www.cascade-management.com/,FAM LF,LIHTC,small_yellow,2,,
Gateway Park Apts,"510 NE 100th Ave Portland, OR",144,144,0,Bowen Property Mgmt,503-684-1123,,FAM,LIHTC,small_yellow,2,,
Gays Farm Labor Camp,"401 Morton Rd Hood River, OR",3,3,0,,,,FW,LIHTC,small_yellow,2,,
Gazelle House,"NE 25th Avenue Portland, OR",5,5,0,Adult & Juvenile Justice,503-921-3757,,SPF,LIHTC,small_yellow,2,,
George Galloway,"68549 Mill Creek Lane Cove, OR",6,6,0,,,,FW,LIHTC,small_yellow,2,,
Gladys McCoy Village,"4430/4506 NE MLK Jr Blvd Portland , OR",55,55,0,FIP Mgmt,916-817-9693,,FAM IND,LIHTC,small_yellow,2,,
Glenhaven Apts,"758 E Fourth Street Riddle, OR",24,24,0,Affordable Hsg Northwest,503-345-4110,,FAM,LIHTC,small_yellow,2,,
Glisan Commons,"NE 99th Ave & NE Glisan St Portland, OR",60,60,0,REACH Community Development,503-231-0683,http://reachcdc.org/,FAM,LIHTC,small_yellow,2,,
Glisan Street Project,"2375 NW Glisan Portland, OR",10,10,0,Cascadia Behavioral Health Care,503-412-6430,http://www.cascadiabhc.org/,DIS,LIHTC,small_yellow,2,,
Gold Coast Apartments,"513&515 Madrona Ave / 29721&29723 Port Orford / Gold Beach, OR",8,8,0,Umpqua Community Prop Mgmt,541-673-4909,http://www.ucpm.org/,FAM,LIHTC,small_yellow,2,,
Goodwin Court,"238 S Main Street Pendleton, OR",26,26,0,Glennie Property Investments,503-371-8014,,ELD FAM IND,LIHTC,small_yellow,2,,
Grand Apartments - Medford,"202 North Front Street Medford, OR",26,26,0,Jackson Co HA,541-779-5785,,FAM,LIHTC,small_yellow,2,,
"Grand Apts, The","732 Cass Street Roseburg, OR",37,37,0,Umpqua Community Prop Mgmt,541-673-4909,http://www.ucpm.org/,FAM HOM,LIHTC,small_yellow,2,,
Grand Avenue Duplexes,"4936 NE 10th Ave; 4608, 4624 NE Garfield; 4525-27 NE Grand Portland, OR",11,11,0,Housing Our Families,503-335-0947,,FAM,LIHTC,small_yellow,2,,
Grand Oak Trio,"Multisites Portland, OR",145,145,0,,,,FAM,LIHTC,small_yellow,2,,
Grande Manor,"701 16th St La Grande, OR",1,1,0,New Day Enterprises Inc,,,DIS,LIHTC,small_yellow,2,,
Grande Woods Apts,"2005 Gekeler Lane La Grande, OR",50,50,0,NW RE Capital Corp,208-947-8593,http://nwrecc.org/,FAM,LIHTC,small_yellow,2,,
Grandma's House,"1620 NE Butler Market Rd Bend, OR",6,6,0,Deschutes Hsg Solutions,541-388-4278,,HOM SPF,LIHTC,small_yellow,2,,
Grandview Homes,"Adjacent to 1010 NE Crescent Roseburg, OR",10,10,0,United Community Action Network,541-492-3510,http://www.ucancap.org/,DIS FAM HOM,LIHTC,small_yellow,2,,
Grape Street,"129 11th St E Medford, OR",8,8,0,Rogue Retreat,541-773-4004,,HOM,LIHTC,small_yellow,2,,
Grape Street House,"404 South Grape Street Medford, OR",8,8,0,OnTrack,541-772-1777,,ADR FAM IND,LIHTC,small_yellow,2,,
Grasshopper Village,"850 NW 10th St Prineville, OR",22,22,0,,,,FAM,LIHTC,small_yellow,2,,
Green Acres,"1560 Indiana Ave Baker City, OR",24,24,0,Northeast Oregon Housing Authority,541-963-5360,http://neoha.org/,FAM IND,LIHTC,small_yellow,2,,
Green Leaf Village,"2725 Lone Oak Way Eugene, OR",34,34,0,Jennings & Co,541-683-2271,,ADR CH FAM HOM,LIHTC,small_yellow,2,,
Green Pastures Mobile Home Park,"2633 SW Obsidian Ave Redmond, OR",51,51,0,,,,ELD,LIHTC,small_yellow,2,,
Green Tree Apts,"2310 East Q Avenue La Grande, OR",64,64,0,GSL Properties,503-944-6502,http://www.gslproperties.com/,FAM IND,LIHTC,small_yellow,2,,
Greenbriar Apts,"250 S Locust Canby, OR",86,86,0,GSL Properties-Rebecca Cook,503-224-2554,http://www.gslproperties.com/,FAM IND,LIHTC,small_yellow,2,,
Greenburg Oaks,"11895 SW 91st St Tigard, OR",84,84,0,Income Property Management Co.,503-223-6327,http://www.ipmco.com/,ADR FAM,LIHTC,small_yellow,2,,
Gresham Station Apts,"1957 NW Florence Ave Gresham, OR",253,253,0,GSL Properties,503-224-2554,http://www.gslproperties.com/,ELD FAM,LIHTC,small_yellow,2,,
"Grotto, The","4300 Rickey Street Salem, OR",8,8,0,Sunny Oaks,503-370-7973,,DIS,LIHTC,small_yellow,2,,
Habitat for Humanity-Multisite,"Scattered Sites Portland, OR",50,50,0,,,,FAM IND,LIHTC,small_yellow,2,,
Hacienda West Apts,"515 SW 13th Place Hermiston, OR",32,32,0,Umatilla Co HA,541-567-3241,,FW,LIHTC,small_yellow,2,,
Hailey Place Apts,"600 SW 30th St Pendleton , OR",48,48,0,Cascade Mgmt - Wilsonville,503-682-7788,http://www.cascade-management.com/,FAM,LIHTC,small_yellow,2,,
Hamilton,"1301 W 2nd St The Dalles, OR",9,9,0,,541-298-5131,,,LIHTC,small_yellow,2,,
Hammond House,"29833 Airport Way Gold Beach , OR",8,8,0,Curry Co Human Svs,541-247-4082,,DIS,LIHTC,small_yellow,2,,
Hanners Orchards,"1080 27th St Hood River, OR",1,1,0,,,,FW,LIHTC,small_yellow,2,,
Harbeck Village,"Not Disclosed Grants Pass, OR",48,48,0,Lovelace Properties,541-497-2112,,LF SN SPF,LIHTC,small_yellow,2,,
Harkson Court,"2900 22nd Ave Forest Grove, OR",20,20,0,Cascade Mgmt - Wilsonville,503-682-7788,http://www.cascade-management.com/,,LIHTC,small_yellow,2,,
Harrison St,"723 W Harrison St Union, OR",1,1,0,Northeast Oregon Housing Authority,541-963-5360,http://neoha.org/,FAM,LIHTC,small_yellow,2,,
Hart House,"10 Hart Street Winston, OR",1,1,0,United Community Action Network,541-492-3510,http://www.ucancap.org/,FAM,LIHTC,small_yellow,2,,
Harvard St Apts Phase I & II,"1412 Harvard St Bandon, OR",66,66,0,GSL Properties - Sumer Bradley,503-224-2554,http://www.gslproperties.com/,FW LF SPF,LIHTC,small_yellow,2,,
Harvest Home Supportive Hsg,"1307-1311 Mitchell Street Klamath Falls, OR",5,5,0,SoCO Development,541-882-1869,,DIS,LIHTC,small_yellow,2,,
Harwood Mobile Manor,"92100 River Rd Junction City, OR",26,26,0,St Vincent dePaul Society of Lane County Inc,541/687-5820,http://www.svdp.us/,FAM,LIHTC,small_yellow,2,,
Haven House Retirement Ctr,"714 Main Street Fossil, OR",11,11,0,Fossil Elderly Housing Committee,541-763-4651,,DIS,LIHTC,small_yellow,2,,
"Haven, The","Not Disclosed Klamath Falls, OR",8,8,0,SoCo Development,541-882-1869,,CH SN SPF,LIHTC,small_yellow,2,,
Haworth Terrace Apts,"Not Disclosed Newberg, OR",38,38,0,Yamhill Co HA,503-538-2922,,DIS ELD FAM,LIHTC,small_yellow,2,,
Hawthorne Villa,"7709 SW Pfaffle Tigard, OR",119,119,0,Cascade Mgmt - Wilsonville,503-682-7788,http://www.cascade-management.com/,FAM SPF,LIHTC,small_yellow,2,,
Hazedel Seniors,"905 Carol St/140,160,190 E Charles St Woodburn/Mt. Angel, OR",60,60,0,Marion Co HA,503-798-4170,,ELD,LIHTC,small_yellow,2,,
